Source,Target
Computer and network surveillance,Tailored Access Operations
Computer and network surveillance,Terrorist Surveillance Program
Computer and network surveillance,Total Information Awareness
Computer and network surveillance,Defense Advanced Research Projects Agency
Deep packet inspection,Network neutrality
Deep packet inspection,ECHELON
Deep packet inspection,Deep content inspection
Deep packet inspection,NSA warrantless surveillance controversy
Deep packet inspection,Foreign Intelligence Surveillance Act
Russian State Duma Bill 89417-6,Internet censorship
Russian State Duma Bill 89417-6,Golden Shield Project
Russian State Duma Bill 89417-6,Censorship
Russian State Duma Bill 89417-6,Protecting Children from Internet Pornographers Act of 2011
Russian State Duma Bill 89417-6,Russian Internet blacklist
Russian State Duma Bill 89417-6,"Federal Service for Supervision of Communications, Information Technology and Mass Media"
Russian State Duma Bill 89417-6,Freedom of the press in the Russian Federation
Wordfilter,Internet censorship
Wordfilter,Content-control software
Wordfilter,Scunthorpe problem
Damaged good,Hardware restrictions
Damaged good,Planned obsolescence
Damaged good,Dongle
Digital asset management,Web content management system
Digital asset management,Collaborative software
Floating licensing,License manager
Floating licensing,Software metering
Floating licensing,License borrowing
Floating licensing,License queuing
License manager,Digital rights management
License manager,Software metering
License manager,Windows Genuine Advantage
License manager,License borrowing
License manager,License queuing
License manager,Key server (software licensing)
Product activation,Digital rights management
Product activation,Dongle
Smart cow problem,Script kiddie
Software metering,License manager
Software metering,Product activation
Software metering,Key server (software licensing)
Software protection dongle,Digital rights management
Software protection dongle,Hardware restrictions
Software protection dongle,License manager
Software protection dongle,Product activation
Trusted Computing,Hardware restrictions
Trusted Computing,Trusted Computing Group
Trusted Computing,Trusted Platform Module
Trusted Computing,Trusted Network Connect
Trusted Computing,Next-Generation Secure Computing Base
Trusted Computing,Unified Extensible Firmware Interface#Secure boot
Universal v. Reimerdes,Prior restraint
Universal v. Reimerdes,Chamberlain v. Skylink
Motion Picture Association of America,This Film Is Not Yet Rated
Motion Picture Association of America,Entertainment Software Rating Board
Motion Picture Association of America,Recording Industry Association of America
Motion Picture Association of America,DeCSS
Motion Picture Association of America,Center for Copyright Information
Motion Picture Association of America,Federation Against Copyright Theft
Motion Picture Association of America,British Board of Film Classification
Recording Industry Association of America,Federal Communications Commission
Recording Industry Association of America,Parental Advisory
Recording Industry Association of America,Motion Picture Association of America
Recording Industry Association of America,Center for Copyright Information
Free Culture movement,Freedom of information
Free Culture movement,Hacktivism
Free Culture movement,Cypherpunk
Free Culture movement,Free content
Free Culture movement,Open content
Free Culture movement,Open source
Free Culture movement,Open educational resources
Free Culture movement,Access to knowledge movement
Free Culture movement,Free education
Free Culture movement,Gratis versus Libre
free knowledge,Free Culture (book)
free knowledge,Information wants to be free
free knowledge,Free Culture movement
free knowledge,Knowledge commons
free knowledge,Freedom (political)
free knowledge,Free content
free knowledge,Open source
free knowledge,Definition of Free Cultural Works
free knowledge,Freedom of information laws by country
free knowledge,Open access (publishing)
free knowledge,Open Knowledge
free knowledge,Open source appropriate technology
Free Software Foundation Europe,Free Software Foundation
Secure Digital Music Initiative,Digital rights management
Secure Digital Music Initiative,RIAA
Lockout chip,Lexmark Int'l v. Static Control Components
Lockout chip,Dongle
Lockout chip,Vendor lock-in
Lockout chip,Regional lockout
Trusted computing,Hardware restrictions
Trusted computing,Trusted Computing Group
Trusted computing,Trusted Platform Module
Trusted computing,Trusted Network Connect
Trusted computing,Next-Generation Secure Computing Base
Trusted computing,Unified Extensible Firmware Interface#Secure boot
Age-appropriateness,Think of the children
Appeal to consequences,Appeal to fear
Appeal to consequences,Pascal's Wager
Appeal to fear,The terrorists have won
Appeal to fear,Appeal to emotion
Appeal to fear,"Embrace, extend and extinguish"
Appeal to pity,Appeal to consequences
Best interests,Children's rights
Best interests,Convention on the Rights of the Child
Child protection,For the children (politics)
Daisy (advertisement),Negative campaigning
Daisy (advertisement),Fear mongering
Daisy (advertisement),Children's interests (rhetoric)
Fallacy of relative privation,False dilemma
Fallacy of relative privation,Think of the children
False dilemma,Pascal's Wager
False dilemma,Critical theory
False dilemma,Half-truth
False dilemma,Two-party system
Family-friendliness,Family values
Family-friendliness,Children's interests (rhetoric)
Family values,Communications Decency Act
Family values,Telecommunications Act of 1996
Family values,Sexual norm
Family values,United States Conference of Catholic Bishops' Office for Film and Broadcasting
Ignoratio elenchi,Sophism
Lie-to-children,Think of the children
Lie-to-children,Noble lie
The terrorists have won,Appeal to consequences
The terrorists have won,Appeal to fear
The terrorists have won,Appeal to pity
The terrorists have won,False dilemma
The terrorists have won,Think of the children
Think of the kittens,Think of the children
Anonymity,Anonymous (group)
Anonymity,Crypto-anarchism
Anonymity,John Doe
Anonymity,Internet privacy
Anonymity,Identity theft
Anonymity,Privacy software
Anonymity,Pseudonymity
Anonymity,I2P
Anonymity,Tor (anonymity network)
Anonymity,Personally identifiable information
Anonymity,Anonymous web browsing
Anonymity,Java Anon Proxy
Anonymity,Data privacy
Anonymity,Friend-to-friend
Anonymity,Anonymous blogging
Anonymity,Anonymous P2P
Anonymity,Anonymous remailer
Anonymity,Privacy-enhancing technologies
Blog,Citizen journalism
Blog,Mass collaboration
Blog,Customer engagement
Blog,Chat room
Citizen journalism,Media democracy
Citizen journalism,DigitalJournal.com
Citizen journalism,OhmyNews
Citizen journalism,Independent Media Center
Citizen journalism,Collaborative journalism
Citizen journalism,Local news
Citizen journalism,Open source journalism
Citizen journalism,Participatory Media
Citizen journalism,Social news
Citizen journalism,SEEMO
Citizen journalism,Wiki journalism
Citizen journalism,Wikinews
Persecution of political bloggers,Internet censorship
Persecution of political bloggers,Cyber-dissident
Persecution of political bloggers,Sociology of Internet
Persecution of political bloggers,SORM
Sociology of Internet,Reporters sans frontiÔøΩres
Sociology of Internet,Cyber-dissident
Sociology of Internet,Political repression of cyber-dissidents
Sociology of Internet,Censorship
Sociology of Internet,Technology diffusion
Sociology of Internet,Anthropology of cyberspace
Sociology of Internet,Digital sociology
Sociology of Internet,Social informatics
Sociology of Internet,Social web
Sociology of Internet,Sociology of science and technology
Sociology of Internet,Tribe (internet)
Volunteer#Online Volunteer,Avocation
Volunteer#Online Volunteer,Micro-volunteering
Volunteer#Online Volunteer,Military volunteer
Volunteer#Online Volunteer,PeaceCorps
Volunteer#Online Volunteer,Voluntarism (action)
Universal Declaration of Human Rights,Human rights in China
Universal Declaration of Human Rights,History of human rights
Universal Declaration of Human Rights,United Nations Millennium Declaration
Universal Declaration of Human Rights,Timeline of young people's rights in the United Kingdom
Universal Declaration of Human Rights,Vienna Declaration and Programme of Action
